source_icd_id	source_icd_name	destination_icd_id	destination_icd_name	relationship_type	relationship_id
N76.4	"外阴肿脓	"	A49.9	未特指的细菌性感染	Is a (attribute)	6246132020
B37.1	肺念珠菌病	J39.8	其他特指的上呼吸道疾病	Is a (attribute)	6245456022
B46.3	皮肤毛霉病	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	6245320023
B37.8	其他部位的念珠菌病	N64.9	"乳房未特指的疾患	"	Is a (attribute)	6245154025
O86.0	"产科手术伤口的感染	"	S39.9	腹部、下背和骨盆未特指的损伤	Is a (attribute)	6244927023
N49.9	"男性生殖器官未特指的炎性疾患	"	N50.9	"男性生殖器官未特指的疾患	"	Is a (attribute)	6171484025
N49.0	"精囊炎性疾患	"	K65.0	急性腹膜炎	Is a (attribute)	6283434023
B65.0	埃及血吸虫引起的血吸虫病[泌尿道血吸虫病]	N39.0	"部位未特指的泌尿道感染	"	Is a (attribute)	6071030024
A56.0	下泌尿生殖道的衣原体感染	A49.9	未特指的细菌性感染	Is a (attribute)	6070831026
L03.0	指和趾的蜂窝织炎	L60.8	其他的甲疾患	Is a (attribute)	6042396028
I97.8	循环系统的其他操作后疾患,不可归类在他处者	I77.9	动脉和小动脉未特指的疾患	Is a (attribute)	6040249028
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q64.7	膀胱和尿道的其他先天性畸形	Is a (attribute)	6039450020
B20.9	人类免疫缺陷病毒[HIV]病造成的未特指的传染病和寄生虫病	P37.9	未特指的先天性传染病和寄生虫病	Is a (attribute)	6039347023
Q74.3	先天性多发性关节弯曲	Q79.8	肌肉骨骼系统的其他先天性畸形	Is a (attribute)	6035845025
Q65.8	髋的其他先天性变形	Q79.8	肌肉骨骼系统的其他先天性畸形	Is a (attribute)	6035779023
K00.1	额外牙[多生牙]	K92.9	消化系统未特指的疾病	Is a (attribute)	6035775028
Q38.0	唇先天性畸形,不可归类在他处者	Q84.9	体被未特指的先天性畸形	Is a (attribute)	6035707021
A36.0	咽白喉	J39.2	咽的其他疾病	Is a (attribute)	6043003027
Q28.0	入脑前血管动静脉畸形	Q27.9	周围血管系统未特指的先天性畸形	Is a (attribute)	6035674021
Q10.2	先天性睑内翻	H02.8	眼睑其他特指的疾患	Is a (attribute)	6034949027
Q21.8	心间隔的其他先天性畸形	Q25.4	主动脉的其他先天性畸形	Is a (attribute)	6034791023
Q68.8	肌肉骨骼的其他特指先天性变形	Q79.8	肌肉骨骼系统的其他先天性畸形	Is a (attribute)	6034622025
Q68.2	膝先天性变形	Q68.8	肌肉骨骼的其他特指先天性变形	Is a (attribute)	6034222020
Q65.8	髋的其他先天性变形	Q68.8	肌肉骨骼的其他特指先天性变形	Is a (attribute)	6033940023
G60.9	未特指的遗传性和特发性神经病	Q79.8	肌肉骨骼系统的其他先天性畸形	Is a (attribute)	6031757020
Q62.0	先天性肾盂积水	Q63.9	肾未特指的先天性畸形	Is a (attribute)	6031726020
Q21.1	房间隔缺损	Q20.9	心腔和心连接未特指的先天性畸形	Is a (attribute)	6030941021
K00.1	额外牙[多生牙]	K10.9	未特指的颌的疾病	Is a (attribute)	6035237029
E14.5		L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	6043022020
J84.1	其他间质性肺病伴有纤维化	J98.4	肺的其他疾患	Is a (attribute)	6043379022
T15.1	结合膜囊异物	S09.8	头部其他特指的损伤	Is a (attribute)	6045700021
A18.1	泌尿生殖系统的结核	A16.9	未特指的呼吸道结核,未提及细菌学或组织学的证实	Is a (attribute)	6066043022
B37.4	其他泌尿生殖系部位的念珠菌病	N39.9	"泌尿系统未特指的疾患	"	Is a (attribute)	6065747022
F01.1	多发脑梗死性痴呆	I73.9	未特指的周围血管疾病	Is a (attribute)	6061078023
B71.0	膜壳绦虫病	K63.9	肠未特指的疾病	Is a (attribute)	6059080028
B46.2	胃肠毛霉病	K92.9	消化系统未特指的疾病	Is a (attribute)	6058752029
B37.8	其他部位的念珠菌病	B37.9	未特指的念珠菌病	Is a (attribute)	6058617025
K66.1	腹腔积血	K66.9	腹膜未特指的疾患	Is a (attribute)	6057629020
J11.1	流行性感冒伴有其他呼吸道表现,病毒未标明	J20.8	其他特指病原体引起的急性支气管炎	Is a (attribute)	6056267023
L23.5	其他化学产品引起的变应性接触性皮炎	L25.3	其他化学产品引起的未特指的接触性皮炎	Is a (attribute)	6056243026
J38.7	喉的其他疾病	J38.3	声带的其他疾病	Is a (attribute)	6056234024
Q33.8	肺的其他先天性畸形	Q33.9	肺未特指的先天性畸形	Is a (attribute)	6056223021
Z82.7	先天性畸形、变形和染色体异常家族史	Z80.9	恶性肿瘤家族史,未特指	Is a (attribute)	6054427022
A02.0	沙门菌肠炎	K92.9	消化系统未特指的疾病	Is a (attribute)	6052437029
A36.0	咽白喉	J06.9	未特指的急性上呼吸道感染	Is a (attribute)	6052336021
A04.8	其他特指的细菌性肠道感染	A09.0	其他和未特指传染性病因的胃肠炎和结肠炎	Is a (attribute)	6051756022
L24.5	其他化学产品引起的刺激性接触性皮炎	L23.5	其他化学产品引起的变应性接触性皮炎	Is a (attribute)	6049011029
I63.2	入脑前动脉未特指的闭塞或狭窄引起的脑梗死	I63.9	未特指的脑梗死	Is a (attribute)	6048310027
Z82.7	先天性畸形、变形和染色体异常家族史	Z83.4	其他内分泌、营养和代谢疾病家族史	Is a (attribute)	6046148023
S05.5	眼球贯通伤伴有异物	S09.8	头部其他特指的损伤	Is a (attribute)	6045718024
A56.0	下泌尿生殖道的衣原体感染	A74.9	未特指的衣原体感染	Is a (attribute)	6070832022
S45.2	腋或肱静脉损伤	T14.5	身体未特指部位的血管损伤	Is a (attribute)	7000104020
N73.2	"未特指的子宫旁组织炎和盆腔蜂窝织炎	"	K65.0	急性腹膜炎	Is a (attribute)	6283499027
N49.1	"精索、鞘膜和输精管炎性疾患	"	K65.0	急性腹膜炎	Is a (attribute)	6283557026
B67.6	其他部位和多部位的多房棘球蚴感染	B67.9	其他和未特指的棘球蚴病	Is a (attribute)	6486678026
K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K10.2	颌的炎性情况	Is a (attribute)	6482357020
K04.5	慢性根尖牙周炎	K10.2	颌的炎性情况	Is a (attribute)	6482355028
K05.1	慢性龈炎	K10.2	颌的炎性情况	Is a (attribute)	6482354029
K03.8	其他特指的牙硬组织疾病	K10.2	颌的炎性情况	Is a (attribute)	6482353024
K05.3	慢性牙周炎	K10.2	颌的炎性情况	Is a (attribute)	6482348025
K04.0	牙髓炎	K10.2	颌的炎性情况	Is a (attribute)	6482347024
L70.2	痘样痤疮	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	6481951029
Z87.5	妊娠、分娩和产褥期并发症个人史	Z87.6	起源于围生期的某些情况个人史	Is a (attribute)	6490663028
K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K07.9	未特指的牙面畸形	Is a (attribute)	6480702028
S00.5	唇和口腔浅表损伤	K13.7	口腔粘膜其他和未特指的损害	Is a (attribute)	6473166027
S01.5	唇和口腔开放性伤口	K13.7	口腔粘膜其他和未特指的损害	Is a (attribute)	6471087027
D37.0	唇、口腔和咽动态未定或动态未知的肿瘤	K13.7	口腔粘膜其他和未特指的损害	Is a (attribute)	6469862021
Y83.0	"全器官移植手术作为病人异常反应或以后并发症的原因,而在操作当时并未提及意外事故	"	T86.1	肾移植失败和排斥	Is a (attribute)	6462045025
B97.8	其他病毒性病原体作为分类于其他章疾病的原因	N39.0	"部位未特指的泌尿道感染	"	Is a (attribute)	6460789029
B25.8	其他巨细胞病毒病	A08.4	未特指的病毒性肠道感染	Is a (attribute)	6459438020
B67.3	其他部位和多部位的细粒棘球蚴感染	B71.8	其他特指的绦虫感染	Is a (attribute)	6444380028
B67.0	肝细粒棘球蚴感染	B71.8	其他特指的绦虫感染	Is a (attribute)	6444371028
T81.2	在操作中意外的穿刺和撕裂,不可归类在他处者	T14.1	身体未特指部位的开放性伤口	Is a (attribute)	6479848026
B48.8	其他特指的真菌病	J98.4	肺的其他疾患	Is a (attribute)	6492945024
K57.0	小肠憩室病伴有穿孔和脓肿	A09.9	未特指病因的胃肠炎和结肠炎	Is a (attribute)	6493018026
J69.8	其他固体和液体引起的肺炎	J68.0	化学制剂、气体、烟雾和蒸气引起的支气管炎和肺炎	Is a (attribute)	6500564022
Q72.8	下肢的其他短小缺陷	M21.9	四肢后天性变形	Is a (attribute)	6597335025
Q71.8	上肢的其他短小缺陷	Q73.8	四肢未特指的其他短小缺陷	Is a (attribute)	6597305021
C44.5	躯干皮肤恶性肿瘤	C21.0	未特指的肛门恶性肿瘤	Is a (attribute)	6596757026
M31.0	变应性血管炎	I73.9	未特指的周围血管疾病	Is a (attribute)	6595041025
Q74.3	先天性多发性关节弯曲	Q68.8	肌肉骨骼的其他特指先天性变形	Is a (attribute)	6594650022
M31.3	韦格纳肉芽肿病	K10.2	颌的炎性情况	Is a (attribute)	6580132022
E84.9	未特指的囊性纤维化病	Q85.8	其他斑痣性错构瘤病,不可归类在他处者	Is a (attribute)	6578819020
Q82.8	皮肤的其他特指先天性畸形	Q80.9	未特指的先天性鱼鳞病	Is a (attribute)	6574961020
B05.8	麻疹伴有其他并发症	H44.0	化脓性眼内炎	Is a (attribute)	6572847026
Q87.0	主要影响面部外貌的先天性畸形综合征	Q80.0	寻常性鱼鳞病	Is a (attribute)	6571034023
B06.8	风疹伴有其他并发症	H44.0	化脓性眼内炎	Is a (attribute)	6569511020
Q74.8	四肢的其他特指先天性畸形	Q74.2	下肢(包括骨盆带)的其他先天性畸形	Is a (attribute)	6559689023
A81.8	中枢神经系统其他的非典型病毒感染	G31.9	神经系统未特指的变性性疾病	Is a (attribute)	6558765027
G72.4	炎性肌病,不可归类在他处者	M35.9	结缔组织系统性受累	Is a (attribute)	6557907026
S66.9	在腕和手水平的未特指肌肉和肌腱的损伤	S69.9	腕和手未特指的损伤	Is a (attribute)	6555602024
B37.8	其他部位的念珠菌病	A09.0	其他和未特指传染性病因的胃肠炎和结肠炎	Is a (attribute)	6552770025
K74.3	原发性胆汁型肝硬变	M34.9	全身性硬皮病	Is a (attribute)	6552127020
E70.3	白化病	Q99.9	未特指的染色体异常	Is a (attribute)	6549354023
J69.0	食物和呕吐物引起的肺炎	J68.0	化学制剂、气体、烟雾和蒸气引起的支气管炎和肺炎	Is a (attribute)	6500754026
B67.7	未特指的多房棘球蚴感染	B71.8	其他特指的绦虫感染	Is a (attribute)	6444344028
L02.2	躯干皮肤脓肿、疖和痈	K65.0	急性腹膜炎	Is a (attribute)	6283500020
B69.9	未特指的囊虫病	B68.0	猪肉绦虫的绦虫病	Is a (attribute)	6441272022
B97.8	其他病毒性病原体作为分类于其他章疾病的原因	H16.9	未特指的角膜炎	Is a (attribute)	6435405029
H60.0	外耳脓肿	H61.9	外耳未特指的疾患	Is a (attribute)	6417504020
D01.3	肛门和肛管原位癌	D01.9	消化器官未特指的原位癌	Is a (attribute)	6412001028
D01.3	肛门和肛管原位癌	D37.9	消化器官未特指的动态未定或动态未知的肿瘤	Is a (attribute)	6412000027
D31.3	脉络膜良性肿瘤	D21.9	未特指的结缔组织和其他软组织良性肿瘤	Is a (attribute)	6411520023
D01.3	肛门和肛管原位癌	D48.7	其他特指部位的动态未定或动态未知的肿瘤	Is a (attribute)	6411495024
D01.3	肛门和肛管原位癌	R19.0	腹腔内和盆腔的肿胀、肿物和肿块	Is a (attribute)	6411494023
D01.3	肛门和肛管原位癌	D09.9	未特指的原位癌	Is a (attribute)	6411493028
S21.2	胸后壁开放性伤口	T14.9	未特指的损伤	Is a (attribute)	6400657020
B38.0	急性肺球孢子菌病	J98.9	未特指的呼吸性疾患	Is a (attribute)	6417512028
I87.0	静脉炎后综合征	I73.9	未特指的周围血管疾病	Is a (attribute)	6397352020
F15.0	其他兴奋剂(包括咖啡因)急性中毒	T65.9	未特指物质的毒性效应	Is a (attribute)	6397349028
Q72.4	股骨纵向短小缺陷	Q74.2	下肢(包括骨盆带)的其他先天性畸形	Is a (attribute)	6323373028
K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	K25.9	胃溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	6310008026
K57.4	小肠和大肠憩室病伴有穿孔和脓肿	K57.0	小肠憩室病伴有穿孔和脓肿	Is a (attribute)	6288483020
A54.1	下泌尿生殖道的淋球菌感染伴有尿道周和副腺的脓肿	N73.9	"未特指的女性盆腔炎性疾病	"	Is a (attribute)	6287163028
Q37.2	软腭裂伴双侧唇裂	Q37.3	软腭裂伴单侧唇裂	Is a (attribute)	6287142025
Q37.2	软腭裂伴双侧唇裂	Q36.0	双侧唇裂	Is a (attribute)	6287141021
N73.5	"女性未特指的盆腔腹膜炎	"	K65.0	急性腹膜炎	Is a (attribute)	6283571023
F15.0	其他兴奋剂(包括咖啡因)急性中毒	T50.9	其他和未特指的药物、药剂和生物制品中毒	Is a (attribute)	6397350028
A18.3	肠、腹膜和肠系膜淋巴结的结核	A49.9	未特指的细菌性感染	Is a (attribute)	6417544029
A18.3	肠、腹膜和肠系膜淋巴结的结核	L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	6417773028
N49.8	"男性生殖器官其他特指的炎性疾患	"	N48.8	"阴茎其他特指的疾息	"	Is a (attribute)	6419630024
I47.1	室上性心动过速	I49.8	其他特指的心律失常	Is a (attribute)	6433785026
N49.8	"男性生殖器官其他特指的炎性疾患	"	N50.9	"男性生殖器官未特指的疾患	"	Is a (attribute)	6432161023
J10.8	流行性感冒伴有其他表现,其他流感病毒被标明	B33.8	其他特指的病毒性疾病	Is a (attribute)	6429787020
B25.8	其他巨细胞病毒病	H44.0	化脓性眼内炎	Is a (attribute)	6429362027
A08.3	其他病毒性肠炎	A09.0	其他和未特指传染性病因的胃肠炎和结肠炎	Is a (attribute)	6428815023
J11.1	流行性感冒伴有其他呼吸道表现,病毒未标明	J20.9	未特指的急性支气管炎	Is a (attribute)	6428782022
L01.0	脓疱病[任何器官][任何部位]	L08.9	皮肤和皮下组织未特指的局部感染	Is a (attribute)	6428717024
L01.0	脓疱病[任何器官][任何部位]	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	6428716026
Z95.8	具有其他心脏和血管植入物和移植物	Z92.4	大手术个人史,不可归类在他处者	Is a (attribute)	6427412027
A81.9	未特指的中枢神经系统的非典型病毒感染	G96.9	中枢神经系统未特指的疾患	Is a (attribute)	6427027024
T79.3	创伤后伤口感染,不可归类在他处者	T14.1	身体未特指部位的开放性伤口	Is a (attribute)	6424908020
T79.3	创伤后伤口感染,不可归类在他处者	T14.0	身体未特指部位的浅表损伤	Is a (attribute)	6424907026
A54.2	淋球菌性盆腔腹膜炎和其他泌尿生殖道的淋球菌感染	K65.0	急性腹膜炎	Is a (attribute)	6423541023
A54.2	淋球菌性盆腔腹膜炎和其他泌尿生殖道的淋球菌感染	N83.9	"卵巢、输卵管和阔韧带未特指的非炎性疾患	"	Is a (attribute)	6423535027
A54.2	淋球菌性盆腔腹膜炎和其他泌尿生殖道的淋球菌感染	N83.8	"卵巢、输卵管和阔韧带的其他非炎性疾患	"	Is a (attribute)	6423533023
Q18.2	其他的鳃裂畸形	Q18.9	面和颈部未特指的先天性畸形	Is a (attribute)	6423530021
A54.0	下泌尿生殖道的淋球菌感染不伴有尿道周或副腺的脓肿	N73.9	"未特指的女性盆腔炎性疾病	"	Is a (attribute)	6423463028
B35.8	其他皮肤癣菌病	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	6422604020
B45.8	其他形式的隐球菌病	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	6422566027
B33.8	其他特指的病毒性疾病	K75.9	未特指的炎性肝脏疾病	Is a (attribute)	6435933020
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	T56.8	其他金属的毒性效应	Is a (attribute)	6028329027
O70.3	"分娩时Ⅳ度会阴裂伤	"	S31.8	腹部其他和未特指部位的开放性伤口	Is a (attribute)	7006662027
S76.1	四头肌和肌腱损伤	T13.1	下肢开放性伤口,水平未特指	Is a (attribute)	7008104024
K00.2	牙齿大小和形状异常	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410138021
K03.1	牙磨损	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410105028
K03.6	牙齿沉积物[增积物]	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410102025
K08.8	其他特指的牙及支持结构疾患	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409991029
K00.4	牙形成障碍	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409838022
K05.5	其他的牙周疾病	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409345027
K04.2	牙髓变性	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409282022
Q78.0	成骨不全	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409165029
K05.2	急性牙周炎	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410322023
K04.0	牙髓炎	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409130029
K02.8	其他的龋(牙)	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409082025
K00.6	牙萌出障碍	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9408952026
K08.9	未特指的牙及支持结构疾患	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9408771023
K09.0	发育性牙源性囊肿	D36.7	其他特指部位的良性肿瘤	Is a (attribute)	9398599029
K09.0	发育性牙源性囊肿	Q45.9	消化系统未特指的先天性畸形	Is a (attribute)	9397539029
K09.0	发育性牙源性囊肿	K05.6	未特指的牙周病	Is a (attribute)	9397536020
K09.0	发育性牙源性囊肿	K09.8	其他口区囊肿,不可归类在他处者	Is a (attribute)	9397533028
K04.8	牙根囊肿	Q38.6	口的其他先天性畸形	Is a (attribute)	9397506027
K00.5	遗传性牙结构紊乱,不可归类在他处者	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9409123024
P28.8	新生儿其他特指的呼吸性情况	J38.3	声带的其他疾病	Is a (attribute)	9381155021
K03.5	牙骨粘连	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410439024
K06.9	牙龈和无牙牙槽嵴未特指的疾患	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410822028
C38.1	前纵隔恶性肿瘤	C76.1	胸部恶性肿瘤	Is a (attribute)	9551005026
Q21.0	室间隔缺损	Q20.8	心腔和心连接其他的先天性畸形	Is a (attribute)	9535761029
Q21.2	房室间隔缺损	Q20.8	心腔和心连接其他的先天性畸形	Is a (attribute)	9535644024
Q35.9	未特指的腭裂	K13.7	口腔粘膜其他和未特指的损害	Is a (attribute)	9535323029
Q75.8	颅和面骨的其他特指先天性畸形	J34.8	鼻和鼻窦其他特指的疾患	Is a (attribute)	9535019026
I60.0	颈动脉弯管和杈的蛛网膜下出血	I72.9	未特指部位的动脉瘤	Is a (attribute)	9515351029
T36.3	大环内酯类中毒	T36.9	未特指的全身性抗生素中毒	Is a (attribute)	9512343021
S00.8	头部其他部位的浅表损伤	S05.8	眼和眶其他损伤	Is a (attribute)	9503154020
K04.5	慢性根尖牙周炎	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410586020
E10.9	胰岛素依赖型糖尿病不伴有并发症	E11.8	非胰岛素依赖型糖尿病伴有未特指的并发症	Is a (attribute)	9478894022
Q52.3	处女膜闭锁	K66.0	腹膜粘连	Is a (attribute)	9443802022
Q18.0	鳃裂窦、瘘和囊肿	R22.1	颈部的局部肿胀、肿物和肿块	Is a (attribute)	9434484021
K04.1	牙髓坏死	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9412132029
Z96.5	具有牙根和下颌骨植入物	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9412075021
K02.4	牙折断	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9411733025
K02.9	未特指的龋(牙)	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9411668022
K03.2	牙腐蚀	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9411149023
K07.3	牙位置异常	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9410858024
Y87.1	"加害的后遗症	"	T94.1	损伤后遗症,未按身体部位特指者	Is a (attribute)	9447983027
P28.8	新生儿其他特指的呼吸性情况	R29.8	累及神经和肌肉骨骼系统其他和未特指的症状和体征	Is a (attribute)	9381154020
K09.0	发育性牙源性囊肿	K09.9	未特指的口区囊肿	Is a (attribute)	9380821026
K09.0	发育性牙源性囊肿	Q75.9	颅和面骨未特指的先天性畸形	Is a (attribute)	9380817022
Z86.1	传染病和寄生虫病个人史	Z86.7	循环系统疾病个人史	Is a (attribute)	9273898020
B06.8	风疹伴有其他并发症	I73.9	未特指的周围血管疾病	Is a (attribute)	9273746029
B43.2	皮下棕色真菌病性脓肿和囊肿	L02.9	未特指的皮肤脓肿、疖和痈	Is a (attribute)	9269294021
Q23.9	主动脉瓣和二尖瓣未特指的先天性畸形	Q20.9	心腔和心连接未特指的先天性畸形	Is a (attribute)	9266010020
I80.2	下肢其他深部脉管的静脉炎和血栓性静脉炎	I82.9	未特指的静脉栓塞和血栓形成	Is a (attribute)	9265933025
Z91.8	其他特指危险因素个人史,不可归类在他处者	Z86.5	其他精神和行为障碍个人史	Is a (attribute)	9265795026
Z91.8	其他特指危险因素个人史,不可归类在他处者	Z86.6	神经系统和感觉器官疾病个人史	Is a (attribute)	9265794027
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q20.9	心腔和心连接未特指的先天性畸形	Is a (attribute)	9265705020
K22.8	食管其他特指的疾病	K22.2	食管梗阻	Is a (attribute)	9286840027
Q74.2	下肢(包括骨盆带)的其他先天性畸形	Q68.8	肌肉骨骼的其他特指先天性变形	Is a (attribute)	9257144024
T45.1	抗肿瘤药和免疫抑制剂中毒	T50.9	其他和未特指的药物、药剂和生物制品中毒	Is a (attribute)	9252993020
N73.1	"慢性子宫旁组织炎和盆腔蜂窝织炎	"	K65.9	未特指的腹膜炎	Is a (attribute)	9211675020
T78.8	其他有害效应,不可归类在他处者	T65.9	未特指物质的毒性效应	Is a (attribute)	9211254024
K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	K56.6	其他和未特指的肠梗阻	Is a (attribute)	9211088024
K26.1	十二指肠溃疡急性,伴有穿孔	K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	Is a (attribute)	9211026020
Q82.4	外胚层发育不良症(无汗的)	Q99.9	未特指的染色体异常	Is a (attribute)	9204129022
K08.8	其他特指的牙及支持结构疾患	Q37.9	未特指的腭裂伴单侧唇裂	Is a (attribute)	9192526021
K08.8	其他特指的牙及支持结构疾患	K07.9	未特指的牙面畸形	Is a (attribute)	9192405024
T45.1	抗肿瘤药和免疫抑制剂中毒	T65.9	未特指物质的毒性效应	Is a (attribute)	9252994025
K62.3	直肠脱垂	K56.1	肠套叠	Is a (attribute)	9286911029
Z88.1	其他抗生素制剂过敏个人史	Z88.3	其他抗感染制剂过敏个人史	Is a (attribute)	9289075029
Q87.0	主要影响面部外貌的先天性畸形综合征	H90.5	未特指的感音神经性听觉丧失	Is a (attribute)	9298940020
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q07.9	神经系统未特指的先天性畸形	Is a (attribute)	9380792023
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q05.9	未特指的脊柱裂	Is a (attribute)	9380791027
D13.7	胰腺内分泌的良性肿瘤	D44.9	内分泌腺未特指的动态未定或动态未知的肿瘤	Is a (attribute)	9380580020
K09.0	发育性牙源性囊肿	K07.9	未特指的牙面畸形	Is a (attribute)	9380563021
K09.8	其他口区囊肿,不可归类在他处者	K07.9	未特指的牙面畸形	Is a (attribute)	9380481021
H02.8	眼睑其他特指的疾患	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	9363563026
M92.0	幼年型肱骨骨软骨病	M93.9	骨软骨病	Is a (attribute)	9363296025
Q50.5	阔韧带胚胎性囊肿	Q50.1	发育性卵巢囊肿	Is a (attribute)	9358558029
Z88.8	对其他药物、药剂和生物制品过敏个人史	Z88.9	对未特指的药物,药剂和生物制品过敏个人史	Is a (attribute)	9358338029
J63.5	锡沉着病	T56.6	锡及其化合物的毒性效应	Is a (attribute)	9340882024
Q82.8	皮肤的其他特指先天性畸形	L57.0	光线性角化病	Is a (attribute)	9337424025
E10.9	胰岛素依赖型糖尿病不伴有并发症	E14.6		Is a (attribute)	9337289023
D22.2	耳和外耳道黑素细胞痣	D23.4	头皮和颈部皮肤良性肿瘤	Is a (attribute)	9334879020
T37.2	抗疟疾和对其他血液原虫有作用的药中毒	T50.9	其他和未特指的药物、药剂和生物制品中毒	Is a (attribute)	9315081020
B67.9	其他和未特指的棘球蚴病	N39.0	"部位未特指的泌尿道感染	"	Is a (attribute)	9315071021
Q21.8	心间隔的其他先天性畸形	J98.9	未特指的呼吸性疾患	Is a (attribute)	9314354021
T46.5	其他抗高血压药中毒,不可归类在他处者	T65.9	未特指物质的毒性效应	Is a (attribute)	9314075021
G37.8	中枢神经系统其他特指的脱髓鞘疾病	Q68.8	肌肉骨骼的其他特指先天性变形	Is a (attribute)	9299512026
Q87.0	主要影响面部外貌的先天性畸形综合征	H91.9	未特指的听觉丧失	Is a (attribute)	9298946025
D41.9	泌尿器官未特指的动态未定或动态未知的肿瘤	D48.7	其他特指部位的动态未定或动态未知的肿瘤	Is a (attribute)	9551354025
N36.8	"尿道其他特指的疾患	"	R19.0	腹腔内和盆腔的肿胀、肿物和肿块	Is a (attribute)	9552031027
N36.8	"尿道其他特指的疾患	"	N94.8	"其他特指的与女性生殖器官和月经周期有关的情况	"	Is a (attribute)	9552033029
Z86.7	循环系统疾病个人史	Z86.3	内分泌、营养和代谢疾病个人史	Is a (attribute)	9563570023
Q87.0	主要影响面部外貌的先天性畸形综合征	Q75.9	颅和面骨未特指的先天性畸形	Is a (attribute)	10530390026
Q79.6	埃勒斯-当洛斯综合征	Q76.4	脊柱其他先天性畸形,与脊柱侧弯无关	Is a (attribute)	10530379020
Q24.5	冠状血管畸形	Q20.9	心腔和心连接未特指的先天性畸形	Is a (attribute)	10528941028
G71.0	肌营养不良	Q79.9	肌肉骨骼系统未特指的先天性畸形	Is a (attribute)	10527933025
Q68.1	手先天性变形	Q82.9	皮肤未特指的先天性畸形	Is a (attribute)	10527147025
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q76.4	脊柱其他先天性畸形,与脊柱侧弯无关	Is a (attribute)	10525867024
E70.3	白化病	Q38.6	口的其他先天性畸形	Is a (attribute)	10525401027
E70.3	白化病	K07.9	未特指的牙面畸形	Is a (attribute)	10525400026
Q79.6	埃勒斯-当洛斯综合征	Q79.8	肌肉骨骼系统的其他先天性畸形	Is a (attribute)	10531083023
Q56.1	男性假两性畸形,不可归类在他处者	Q96.9	未特指的特纳综合征	Is a (attribute)	10524840024
Q26.2	肺静脉连接完全异常	Q27.9	周围血管系统未特指的先天性畸形	Is a (attribute)	10524184021
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	K07.9	未特指的牙面畸形	Is a (attribute)	10524085024
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q38.6	口的其他先天性畸形	Is a (attribute)	10524082022
D04.5	躯干皮肤原位癌	D37.7	其他消化器官动态未定或动态未知的肿瘤	Is a (attribute)	10523528020
A63.0	肛门生殖器(性病性)疣	K62.9	肛门和直肠未特指的疾病	Is a (attribute)	10522434024
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q13.3	先天性角膜混浊	Is a (attribute)	10522216022
