icd_id	icd_name	another_sctid	another_sct_term_cn	another_sct_term	relationship_type	icd_where
E16.9	胰腺内分泌未特指的疾患	126864006	内分泌胰腺肿瘤(病变)	Neoplasm of endocrine pancreas (disorder)	Is a (attribute)	destination
E14.8		127014009	糖尿病性周围血管病变	Peripheral angiopathy due to diabetes mellitus (disorder)	Is a (attribute)	destination
K27.7	部位未特指的消化性溃疡慢性,不伴有出血或穿孔	128286008	慢性十二指肠消化性溃疡	Chronic peptic ulcer of duodenum	Is a (attribute)	destination
T13.3	下肢未特指神经的损伤,水平未特指	73590005	周围神经损伤(病变)	Injury of peripheral nerve (disorder)	Is a (attribute)	source
H44.8	眼球的其他疾患	13937002	视网膜下出血	Subretinal hemorrhage (disorder)	Is a (attribute)	destination
N48.1	"龟头包皮炎	"	360380003	念珠菌性龟头皮炎	Candidal balanoposthitis	Is a (attribute)	destination
B37.4	其他泌尿生殖系部位的念珠菌病	360380003	念珠菌性龟头皮炎	Candidal balanoposthitis	Is a (attribute)	destination
H40.5	继发于其他眼部疾患的青光眼	15374009	无晶状体眼继发性青光眼	Secondary glaucoma due to aphakia (disorder)	Is a (attribute)	destination
T94.1	损伤后遗症,未按身体部位特指者	21835004	烧伤后遗症	Sequela of burn	Is a (attribute)	destination
Q77.0	软骨成长不全	105986008	骨软骨发育不全	Osteochondrodysplasia	Is a (attribute)	source
J34.0	鼻的脓肿、疖和痈	95433000	鼻中隔紊乱	Disorder of nasal septum (disorder)	Is a (attribute)	source
H35.9	视网膜未特指的疾患	28998008	视网膜出血(障碍)	Retinal hemorrhage (disorder)	Is a (attribute)	destination
H44.8	眼球的其他疾患	28998008	视网膜出血(障碍)	Retinal hemorrhage (disorder)	Is a (attribute)	destination
S30.2	外生殖器挫伤	211495007	生殖器挫伤(紊乱)	Contusion of genital organ (disorder)	Is a (attribute)	source
J34.0	鼻的脓肿、疖和痈	95433000	鼻中隔紊乱	Disorder of nasal septum (disorder)	Is a (attribute)	source
Q78.2	骨硬化症	105986008	骨软骨发育不全	Osteochondrodysplasia	Is a (attribute)	source
G58.9	未特指的单神经病	21018002	神经炎	Neuritis	Is a (attribute)	source
O68.1	"产程和分娩并发在羊水中伴有胎粪	"	168092006	胎粪染液	Meconium stained liquor	Is a (attribute)	source
G62.9	未特指的多神经病	21018002	神经炎	Neuritis	Is a (attribute)	source
D38.5	其他呼吸器官动态未定或动态未知的肿瘤	254473008	骨性和软骨性鼻骨肿瘤(病变)	Neoplasm of bony and cartilaginous nasal skeleton (disorder)	Is a (attribute)	source
D35.0	肾上腺良性肿瘤	782668007	右肾上腺良性肿瘤(病变)	Benign neoplasm of right adrenal gland (disorder)	Is a (attribute)	source
D35.0	肾上腺良性肿瘤	16357751000119101	右肾上腺腺瘤(病变)	Adenoma of right adrenal gland (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782725000	常染色体隐性遗传性痉挛性截瘫69型	Autosomal recessive spastic paraplegia type 69	Is a (attribute)	destination
G11.4	遗传性痉挛性截瘫	782725000	常染色体隐性遗传性痉挛性截瘫69型	Autosomal recessive spastic paraplegia type 69	Is a (attribute)	destination
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	15863451000119107	脑脂肪瘤(疾病)	Lipoma of brain (disorder)	Is a (attribute)	source
D33.9	未特指的中枢神经系统良性肿瘤	782680004	中枢神经系统神经节细胞瘤	Gangliocytoma of central nervous system (disorder)	Is a (attribute)	destination
N83.2	"其他和未特指的卵巢囊肿	"	15634751000119101	左卵巢质量	Mass of left ovary	Is a (attribute)	source
O68.1	"产程和分娩并发在羊水中伴有胎粪	"	168092006	胎粪染液	Meconium stained liquor	Is a (attribute)	source
C74.9	未特指的肾上腺恶性肿瘤	350921000119109	原发性左肾上腺癌症(病变)	Primary malignant neoplasm of left adrenal gland (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782721009	常染色体隐性遗传性小脑性共济失调-癫痫-因 RUBCN (RUN 和富含贝克林1相互作用蛋白的半胱氨酸结构域)缺乏引起的智能障碍综合征	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN (RUN and cysteine rich domain containing beclin 1 interacting protein) deficiency	Is a (attribute)	destination
G11.1	早期发病的小脑性共济失调	782721009	常染色体隐性遗传性小脑性共济失调-癫痫-因 RUBCN (RUN 和富含贝克林1相互作用蛋白的半胱氨酸结构域)缺乏引起的智能障碍综合征	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN (RUN and cysteine rich domain containing beclin 1 interacting protein) deficiency	Is a (attribute)	destination
C78.2	胸膜继发性恶性肿瘤	782774004	非典型恶魔梅格斯综合征	Atypical Demons-Meigs syndrome	Is a (attribute)	destination
Q91.3	未特指的爱德华兹综合征	782676009	远端重复18q	Distal duplication 18q	Is a (attribute)	destination
N64.8	"乳房其他特指的疾患	"	15954181000119105	左乳血肿	Hematoma of left breast	Is a (attribute)	destination
Q69.0	副指	782758009	手指肥大，脚趾异常，严重的漏斗胸综合症(障碍)	Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)	Is a (attribute)	destination
Q69.9	未特指的多指[趾]畸形	782758009	手指肥大，脚趾异常，严重的漏斗胸综合症(障碍)	Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)	Is a (attribute)	destination
Q74.2	下肢(包括骨盆带)的其他先天性畸形	782758009	手指肥大，脚趾异常，严重的漏斗胸综合症(障碍)	Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)	Is a (attribute)	destination
Q67.6	漏斗胸	782758009	手指肥大，脚趾异常，严重的漏斗胸综合症(障碍)	Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)	Is a (attribute)	destination
Q87.2	主要涉及四肢的先天性畸形综合征	782758009	手指肥大，脚趾异常，严重的漏斗胸综合症(障碍)	Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)	Is a (attribute)	destination
D35.0	肾上腺良性肿瘤	782668007	右肾上腺良性肿瘤(病变)	Benign neoplasm of right adrenal gland (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782754006	中心凹发育不全，视神经交叉缺损，前段发育不全综合征	Foveal hypoplasia, optic nerve decussation defect, anterior segment dysgenesis syndrome (disorder)	Is a (attribute)	destination
Q13.8	眼前段其他的先天性畸形	782754006	中心凹发育不全，视神经交叉缺损，前段发育不全综合征	Foveal hypoplasia, optic nerve decussation defect, anterior segment dysgenesis syndrome (disorder)	Is a (attribute)	destination
Q07.9	神经系统未特指的先天性畸形	782754006	中心凹发育不全，视神经交叉缺损，前段发育不全综合征	Foveal hypoplasia, optic nerve decussation defect, anterior segment dysgenesis syndrome (disorder)	Is a (attribute)	destination
H47.4	视交叉疾患	782754006	中心凹发育不全，视神经交叉缺损，前段发育不全综合征	Foveal hypoplasia, optic nerve decussation defect, anterior segment dysgenesis syndrome (disorder)	Is a (attribute)	destination
Q79.8	肌肉骨骼系统的其他先天性畸形	782785002	伴有骨折的 x 连锁骨质疏松症	X-linked osteoporosis with fractures	Is a (attribute)	destination
Z26.9	为抗未特指的传染病采取必要的免疫	151021000119106	衞生防护中心已接种狂犬病疫苗	Rabies vaccination given	Is a (attribute)	destination
Q87.1	主要与身材矮小症有关的先天性畸形综合征	105986008	骨软骨发育不全	Osteochondrodysplasia	Is a (attribute)	source
E10.8	胰岛素依赖型糖尿病伴有未特指的并发症	769219006	1型糖尿病引起的黄斑水肿	Macular edema due to type 1 diabetes mellitus (disorder)	Is a (attribute)	destination
T13.3	下肢未特指神经的损伤,水平未特指	212249004	髂腹下神经损伤	Injury of iliohypogastric nerve	Is a (attribute)	destination
A18.3	肠、腹膜和肠系膜淋巴结的结核	20928004	孤立性肛门溃疡	Solitary anal ulcer	Is a (attribute)	source
I51.8	其他不明确的心脏病	373409004	纵隔炎	Mediastinitis	Is a (attribute)	source
D21.3	胸部结缔组织和其他软组织良性肿瘤	269481009	唿吸系统和胸内器官良性肿瘤	Benign neoplasm of respiratory system and intrathoracic organ (disorder)	Is a (attribute)	source
D15.7	其他特指的胸腔内器官良性肿瘤	269481009	唿吸系统和胸内器官良性肿瘤	Benign neoplasm of respiratory system and intrathoracic organ (disorder)	Is a (attribute)	source
B95.8	未特指的葡萄球菌作为分类于其他章疾病的原因	402967005	里特氏病	Ritter's disease	Is a (attribute)	destination
A31.0	肺分枝杆菌感染	417115008	鸟分枝杆菌细胞内脊索炎	MAI (Mycobacterium avium intracellulare) choroiditis	Is a (attribute)	destination
R04.0	鼻出血	95433000	鼻中隔紊乱	Disorder of nasal septum (disorder)	Is a (attribute)	source
B47.0	真菌性足菌肿	403074008	奶霉病引起的癣	Tinea caused by Nannizzia fulva (disorder)	Is a (attribute)	destination
B47.0	真菌性足菌肿	403079003	桃色毛癣	Tinea due to Nannizzia persicolor	Is a (attribute)	destination
K28.3	胃空肠溃疡急性,不伴有出血或穿孔	95529005	急性胃消化性溃疡	Acute peptic ulcer of stomach	Is a (attribute)	source
K25.3	胃溃疡急性,不伴有出血或穿孔	95529005	急性胃消化性溃疡	Acute peptic ulcer of stomach	Is a (attribute)	source
M31.4	主动脉弓综合征[高安病]	373409004	纵隔炎	Mediastinitis	Is a (attribute)	source
E10.8	胰岛素依赖型糖尿病伴有未特指的并发症	104951000119106	1型糖尿病所致的玻璃体积血	Vitreous hemorrhage due to type 1 diabetes mellitus (disorder)	Is a (attribute)	destination
L98.8	皮肤和皮下组织其他特指的疾患	402707003	外阴皮肤炎性疾病	Inflammatory disorder of skin of vulva	Is a (attribute)	destination
J98.5	纵隔疾病,不可归类在他处者	373409004	纵隔炎	Mediastinitis	Is a (attribute)	source
E03.2	药物和其他外源性物质引起的甲状腺功能减退症	369091000119106	胺碘酮引起的甲状腺功能减退	Hypothyroidism caused by amiodarone	Is a (attribute)	destination
Q87.2	主要涉及四肢的先天性畸形综合征	105986008	骨软骨发育不全	Osteochondrodysplasia	Is a (attribute)	source
I72.0	颈动脉瘤	15708001000119106	左侧颈动脉剥离(病变)	Dissection of left carotid artery (disorder)	Is a (attribute)	source
I72.0	颈动脉瘤	15708001000119106	左侧颈动脉剥离(病变)	Dissection of left carotid artery (disorder)	Is a (attribute)	destination
Q93.5	染色体其他部分缺失	81304006	7q 部分单体综合症	7q partial monosomy syndrome	Is a (attribute)	source
T38.8	其他和未特指的激素类及其合成代用品中毒	275385007	生物性物质中毒	Poisoning caused by biological substance	Is a (attribute)	source
T45.1	抗肿瘤药和免疫抑制剂中毒	275385007	生物性物质中毒	Poisoning caused by biological substance	Is a (attribute)	source
I73.9	未特指的周围血管疾病	127014009	糖尿病性周围血管病变	Peripheral angiopathy due to diabetes mellitus (disorder)	Is a (attribute)	destination
E10.8	胰岛素依赖型糖尿病伴有未特指的并发症	421920002	1型糖尿病性白内障	Cataract of eye due to diabetes mellitus type 1 (disorder)	Is a (attribute)	destination
K25.9	胃溃疡未特指为急性或慢性,不伴有出血或穿孔	95529005	急性胃消化性溃疡	Acute peptic ulcer of stomach	Is a (attribute)	source
G40.9	未特指的癫痫	782737003	弥漫性脑和小脑萎缩，顽固性癫痫，进展性小头症候群	Diffuse cerebral and cerebellar atrophy, intractable seizures, progressive microcephaly syndrome	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782782004	常染色体隐性脊柱-脊柱发育不良-甲状腺发育不良型(疾病)	Autosomal recessive spondylometaphyseal dysplasia Megarbane type (disorder)	Is a (attribute)	destination
C50.9	未特指的乳房恶性肿瘤	354491000119109	左侧男性乳房原发性癌症	Primary malignant neoplasm of left male breast	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782822006	婴儿期小脑和视网膜变性(疾病)	Infantile cerebellar and retinal degeneration (disorder)	Is a (attribute)	destination
G11.9	未特指的遗传性共济失调	782822006	婴儿期小脑和视网膜变性(疾病)	Infantile cerebellar and retinal degeneration (disorder)	Is a (attribute)	destination
H47.2	视神经萎缩	782822006	婴儿期小脑和视网膜变性(疾病)	Infantile cerebellar and retinal degeneration (disorder)	Is a (attribute)	destination
N64.8	"乳房其他特指的疾患	"	15954141000119100	右乳血肿(病变)	Hematoma of right breast (disorder)	Is a (attribute)	destination
N64.5	"乳房的其他体征和症状	"	15953501000119106	左乳头内陷	Inversion of left nipple	Is a (attribute)	destination
S71.1	大腿开放性伤口	10820181000119103	左股骨远端开放性骨折	Open fracture of distal end of left femur (disorder)	Is a (attribute)	destination
S99.9	踝和足未特指的损伤	11314761000119100	右足指骨应力性骨折	Stress fracture of phalanx of right foot	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782773005	免疫球蛋白4缺乏致死性动脉病综合征	Lethal arteriopathy syndrome due to fibulin-4 deficiency (disorder)	Is a (attribute)	destination
Q27.8	周围血管系统其他特指的先天性畸形	782773005	免疫球蛋白4缺乏致死性动脉病综合征	Lethal arteriopathy syndrome due to fibulin-4 deficiency (disorder)	Is a (attribute)	destination
I51.6	未特指的心血管疾病	782773005	免疫球蛋白4缺乏致死性动脉病综合征	Lethal arteriopathy syndrome due to fibulin-4 deficiency (disorder)	Is a (attribute)	destination
L90.5	皮肤瘢痕情况和纤维化	15954501000119108	右乳放射状瘢痕	Radial scar of right breast	Is a (attribute)	destination
H35.4	周围性视网膜变性	782822006	婴儿期小脑和视网膜变性(疾病)	Infantile cerebellar and retinal degeneration (disorder)	Is a (attribute)	destination
Z86.2	血液和造血器官疾病和某些涉及免疫机制的疾患个人史	49341000119108	低血小板计数的历史	History of thrombocytopenia	Is a (attribute)	source
Q99.9	未特指的染色体异常	782724001	多系统平滑肌功能障碍综合征	Multisystemic smooth muscle dysfunction syndrome (disorder)	Is a (attribute)	destination
Q25.0	动脉导管未闭	782724001	多系统平滑肌功能障碍综合征	Multisystemic smooth muscle dysfunction syndrome (disorder)	Is a (attribute)	destination
I51.6	未特指的心血管疾病	782724001	多系统平滑肌功能障碍综合征	Multisystemic smooth muscle dysfunction syndrome (disorder)	Is a (attribute)	destination
H57.0	瞳孔功能异常	782724001	多系统平滑肌功能障碍综合征	Multisystemic smooth muscle dysfunction syndrome (disorder)	Is a (attribute)	destination
H21.8	虹膜和睫状体其他特指的疾患	782724001	多系统平滑肌功能障碍综合征	Multisystemic smooth muscle dysfunction syndrome (disorder)	Is a (attribute)	destination
J34.1	鼻和鼻窦的囊肿和粘液囊肿	10674631000119108	蝶窦囊肿	Cyst of sphenoid sinus (disorder)	Is a (attribute)	destination
J34.8	鼻和鼻窦其他特指的疾患	10674631000119108	蝶窦囊肿	Cyst of sphenoid sinus (disorder)	Is a (attribute)	destination
O68.1	"产程和分娩并发在羊水中伴有胎粪	"	168092006	胎粪染液	Meconium stained liquor	Is a (attribute)	source
J34.1	鼻和鼻窦的囊肿和粘液囊肿	10674551000119103	筛窦囊肿	Cyst of ethmoid sinus	Is a (attribute)	destination
J34.8	鼻和鼻窦其他特指的疾患	10674551000119103	筛窦囊肿	Cyst of ethmoid sinus	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782720005	先天性桥小脑发育不全10型	Congenital pontocerebellar hypoplasia type 10 (disorder)	Is a (attribute)	destination
D23.1	眼睑(包括眦)皮肤良性肿瘤	1079391000119102	右眼睑皮肤良性肿瘤(病变)	Benign neoplasm of skin of right eyelid (disorder)	Is a (attribute)	source
Q99.8	其他特指的染色体异常	782691006	21号染色体的母亲单亲染色体	Maternal uniparental disomy of chromosome 21	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782691006	21号染色体的母亲单亲染色体	Maternal uniparental disomy of chromosome 21	Is a (attribute)	destination
Z26.9	为抗未特指的传染病采取必要的免疫	117841000119108	已接种伤寒疫苗(情况)	Typhoid vaccination given (situation)	Is a (attribute)	destination
N50.8	"男性生殖器官其他特指的疾患	"	16675201000119107	右睾丸疼痛	Pain of right testicle	Is a (attribute)	destination
Q24.5	冠状血管畸形	782699008	先天性冠状动脉口狭窄	Congenital stenosis of ostium of coronary artery	Is a (attribute)	destination
I25.1	动脉硬化性心脏病	782699008	先天性冠状动脉口狭窄	Congenital stenosis of ostium of coronary artery	Is a (attribute)	destination
C50.3	乳房下内象限恶性肿瘤	1080201000119101	右侧女性乳腺下内象限浸润性导管癌(病变)	Infiltrating ductal carcinoma of lower inner quadrant of right female breast (disorder)	Is a (attribute)	destination
C50.9	未特指的乳房恶性肿瘤	1080201000119101	右侧女性乳腺下内象限浸润性导管癌(病变)	Infiltrating ductal carcinoma of lower inner quadrant of right female breast (disorder)	Is a (attribute)	destination
Q82.4	外胚层发育不良症(无汗的)	782916003	皮肤病综合症	Dermotrichic syndrome	Is a (attribute)	destination
C79.6	卵巢继发性恶性肿瘤	15634751000119101	左卵巢质量	Mass of left ovary	Is a (attribute)	source
C74.9	未特指的肾上腺恶性肿瘤	350861000119106	右侧肾上腺原发性癌症(疾病)	Primary malignant neoplasm of right adrenal gland (disorder)	Is a (attribute)	destination
G24.1	特发性家族性张力失常	782695002	原发性肌张力障碍 DYT17型	Primary dystonia DYT17 type (disorder)	Is a (attribute)	destination
Z26.9	为抗未特指的传染病采取必要的免疫	151011000119104	接种脊髓灰质炎疫苗(情况)	Poliomyelitis vaccination given (situation)	Is a (attribute)	destination
D22.7	下肢(包括髋)黑素细胞痣	1079861000119101	左腿发育不良痣	Dysplastic nevus of left leg	Is a (attribute)	destination
D22.9	未特指的黑素细胞痣	1079861000119101	左腿发育不良痣	Dysplastic nevus of left leg	Is a (attribute)	destination
G60.0	遗传性运动和感觉神经病	782826009	进行性神经性腓骨肌萎缩症2 p 型(紊乱)	Charcot-Marie-Tooth disease type 2P (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782826009	进行性神经性腓骨肌萎缩症2 p 型(紊乱)	Charcot-Marie-Tooth disease type 2P (disorder)	Is a (attribute)	destination
G96.9	中枢神经系统未特指的疾患	782826009	进行性神经性腓骨肌萎缩症2 p 型(紊乱)	Charcot-Marie-Tooth disease type 2P (disorder)	Is a (attribute)	destination
H02.9	眼睑未特指的疾患	1079391000119102	右眼睑皮肤良性肿瘤(病变)	Benign neoplasm of skin of right eyelid (disorder)	Is a (attribute)	destination
D23.1	眼睑(包括眦)皮肤良性肿瘤	1079391000119102	右眼睑皮肤良性肿瘤(病变)	Benign neoplasm of skin of right eyelid (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782781006	高骨量的成骨不全症	High bone mass osteogenesis imperfecta	Is a (attribute)	destination
Q78.0	成骨不全	782781006	高骨量的成骨不全症	High bone mass osteogenesis imperfecta	Is a (attribute)	destination
N90.8	"外阴和会阴其他特指的非炎性疾患	"	3751000119101	阴唇肥大	Hypertrophy of labia	Is a (attribute)	source
Q93.5	染色体其他部分缺失	81304006	7q 部分单体综合症	7q partial monosomy syndrome	Is a (attribute)	source
N83.9	"卵巢、输卵管和阔韧带未特指的非炎性疾患	"	15930461000119103	右卵巢病变(发现)	Lesion of right ovary (finding)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782912001	脊椎亚型发育不良 A4型(疾病)	Spondylometaphyseal dysplasia A4 type (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782736007	智能障碍，面部畸形综合征，由于 SET 结构域包含5个单一等位基因不足性(障碍)	Intellectual disability, facial dysmorphism syndrome due to SET domain containing 5 haploinsufficiency (disorder)	Is a (attribute)	destination
Q87.0	主要影响面部外貌的先天性畸形综合征	782736007	智能障碍，面部畸形综合征，由于 SET 结构域包含5个单一等位基因不足性(障碍)	Intellectual disability, facial dysmorphism syndrome due to SET domain containing 5 haploinsufficiency (disorder)	Is a (attribute)	destination
Q04.3	脑的其他短缺畸形	782720005	先天性桥小脑发育不全10型	Congenital pontocerebellar hypoplasia type 10 (disorder)	Is a (attribute)	destination
G71.3	线粒体肌病,不可归类在他处者	782744007	硫辛酸合成酶缺乏症	Lipoic acid synthetase deficiency (disorder)	Is a (attribute)	destination
S99.9	踝和足未特指的损伤	11314801000119108	左脚指骨应力性骨折(紊乱)	Stress fracture of phalanx of left foot (disorder)	Is a (attribute)	destination
G71.0	肌营养不良	782675008	胫骨前起病的远端肌病	Distal myopathy with anterior tibial onset	Is a (attribute)	destination
C50.9	未特指的乳房恶性肿瘤	1080131000119103	左侧女性乳腺下外象限浸润性导管癌	Infiltrating ductal carcinoma of lower outer quadrant of left female breast	Is a (attribute)	destination
C50.5	乳房下外象限恶性肿瘤	1080131000119103	左侧女性乳腺下外象限浸润性导管癌	Infiltrating ductal carcinoma of lower outer quadrant of left female breast	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782745008	脂酰基转移酶1缺乏(紊乱)	Lipoyl transferase 1 deficiency (disorder)	Is a (attribute)	destination
E88.9	未特指的代谢紊乱	782745008	脂酰基转移酶1缺乏(紊乱)	Lipoyl transferase 1 deficiency (disorder)	Is a (attribute)	destination
G71.3	线粒体肌病,不可归类在他处者	782745008	脂酰基转移酶1缺乏(紊乱)	Lipoyl transferase 1 deficiency (disorder)	Is a (attribute)	destination
N83.9	"卵巢、输卵管和阔韧带未特指的非炎性疾患	"	15930421000119108	左卵巢病变	Lesion of left ovary	Is a (attribute)	destination
H02.9	眼睑未特指的疾患	1079351000119107	左眼睑皮肤良性肿瘤(病变)	Benign neoplasm of skin of left eyelid (disorder)	Is a (attribute)	destination
D23.1	眼睑(包括眦)皮肤良性肿瘤	1079351000119107	左眼睑皮肤良性肿瘤(病变)	Benign neoplasm of skin of left eyelid (disorder)	Is a (attribute)	destination
Q79.8	肌肉骨骼系统的其他先天性畸形	782786001	X 连锁胼胝体增生	X-linked calvarial hyperostosis	Is a (attribute)	destination
N50.8	"男性生殖器官其他特指的疾患	"	16675201000119107	右睾丸疼痛	Pain of right testicle	Is a (attribute)	source
N50.8	"男性生殖器官其他特指的疾患	"	16675301000119100	左睾丸痛(发现)	Pain of left testicle (finding)	Is a (attribute)	source
C50.9	未特指的乳房恶性肿瘤	1080131000119103	左侧女性乳腺下外象限浸润性导管癌	Infiltrating ductal carcinoma of lower outer quadrant of left female breast	Is a (attribute)	destination
N64.8	"乳房其他特指的疾患	"	10738631000119109	左乳腺导管增生	Ductal hyperplasia of left breast	Is a (attribute)	source
Q89.1	肾上腺先天性畸形	782917007	家族性肾上腺发育不全伴垂体黄体生成素缺失	Familial adrenal hypoplasia with absent pituitary luteinizing hormone (disorder)	Is a (attribute)	destination
E34.9	未特指的内分泌疾患	782917007	家族性肾上腺发育不全伴垂体黄体生成素缺失	Familial adrenal hypoplasia with absent pituitary luteinizing hormone (disorder)	Is a (attribute)	destination
E23.0	垂体功能减退症	782917007	家族性肾上腺发育不全伴垂体黄体生成素缺失	Familial adrenal hypoplasia with absent pituitary luteinizing hormone (disorder)	Is a (attribute)	destination
N70.9	"未特指的输卵管炎和卵巢炎	"	15930421000119108	左卵巢病变	Lesion of left ovary	Is a (attribute)	source
G11.9	未特指的遗传性共济失调	782696001	隐性线粒体共济失调综合征	Recessive mitochondrial ataxia syndrome (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782696001	隐性线粒体共济失调综合征	Recessive mitochondrial ataxia syndrome (disorder)	Is a (attribute)	destination
G71.3	线粒体肌病,不可归类在他处者	782696001	隐性线粒体共济失调综合征	Recessive mitochondrial ataxia syndrome (disorder)	Is a (attribute)	destination
G11.1	早期发病的小脑性共济失调	782696001	隐性线粒体共济失调综合征	Recessive mitochondrial ataxia syndrome (disorder)	Is a (attribute)	destination
C49.9	未特指的结缔组织和软组织恶性肿瘤	782827000	上皮样肉瘤	Epithelioid sarcoma (disorder)	Is a (attribute)	destination
C49.9	未特指的结缔组织和软组织恶性肿瘤	782827000	上皮样肉瘤	Epithelioid sarcoma (disorder)	Is a (attribute)	destination
G93.9	未特指的脑疾患	782737003	弥漫性脑和小脑萎缩，顽固性癫痫，进展性小头症候群	Diffuse cerebral and cerebellar atrophy, intractable seizures, progressive microcephaly syndrome	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782917007	家族性肾上腺发育不全伴垂体黄体生成素缺失	Familial adrenal hypoplasia with absent pituitary luteinizing hormone (disorder)	Is a (attribute)	destination
N11.8	"其他的慢性肾小管-间质肾炎	"	60926001	慢性肾小管间质性肾炎	Chronic TIN (tubulointerstitial nephritis)	Is a (attribute)	source
N07.9	"遗传性肾病,不可归类在他处者,未特指	"	782738008	卡约麦加间质性肾炎	Karyomegalic interstitial nephritis (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782738008	卡约麦加间质性肾炎	Karyomegalic interstitial nephritis (disorder)	Is a (attribute)	destination
R93.4	泌尿器官诊断性影像检查的异常所见	16675351000119101	右肾异常的超声检查	Ultrasonography of right kidney abnormal (finding)	Is a (attribute)	source
R93.4	泌尿器官诊断性影像检查的异常所见	16675391000119106	左肾异常的超声检查	Ultrasonography of left kidney abnormal	Is a (attribute)	source
K43.0	腹疝,伴有梗阻,不伴有坏疽	362977000	残余	Residual	Is a (attribute)	source
Q99.9	未特指的染色体异常	782757004	先天性小头症，严重脑病，进行性大脑萎缩综合征	Congenital microcephaly, severe encephalopathy, progressive cerebral atrophy syndrome	Is a (attribute)	destination
G31.9	神经系统未特指的变性性疾病	782757004	先天性小头症，严重脑病，进行性大脑萎缩综合征	Congenital microcephaly, severe encephalopathy, progressive cerebral atrophy syndrome	Is a (attribute)	destination
E72.9	未特指的氨基酸代谢紊乱	782757004	先天性小头症，严重脑病，进行性大脑萎缩综合征	Congenital microcephaly, severe encephalopathy, progressive cerebral atrophy syndrome	Is a (attribute)	destination
Q04.9	脑未特指的先天性畸形	782757004	先天性小头症，严重脑病，进行性大脑萎缩综合征	Congenital microcephaly, severe encephalopathy, progressive cerebral atrophy syndrome	Is a (attribute)	destination
D22.6	上肢(包括肩)黑素细胞痣	782667002	右上肢黑素细胞痣	Melanocytic nevus of right upper limb	Is a (attribute)	destination
R22.3	上肢的局部肿胀、肿物和肿块	782667002	右上肢黑素细胞痣	Melanocytic nevus of right upper limb	Is a (attribute)	destination
D21.1	上肢结缔组织和其他软组织良性肿瘤,包括肩	782667002	右上肢黑素细胞痣	Melanocytic nevus of right upper limb	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782753000	智能障碍粗面巨头小脑萎缩综合症	Intellectual disability, coarse face, macrocephaly, cerebellar hypotrophy syndrome	Is a (attribute)	destination
Q87.0	主要影响面部外貌的先天性畸形综合征	782753000	智能障碍粗面巨头小脑萎缩综合症	Intellectual disability, coarse face, macrocephaly, cerebellar hypotrophy syndrome	Is a (attribute)	destination
Q04.3	脑的其他短缺畸形	782753000	智能障碍粗面巨头小脑萎缩综合症	Intellectual disability, coarse face, macrocephaly, cerebellar hypotrophy syndrome	Is a (attribute)	destination
G11.9	未特指的遗传性共济失调	782753000	智能障碍粗面巨头小脑萎缩综合症	Intellectual disability, coarse face, macrocephaly, cerebellar hypotrophy syndrome	Is a (attribute)	destination
G11.1	早期发病的小脑性共济失调	782753000	智能障碍粗面巨头小脑萎缩综合症	Intellectual disability, coarse face, macrocephaly, cerebellar hypotrophy syndrome	Is a (attribute)	destination
Q04.3	脑的其他短缺畸形	782884005	脑桥被盖发育不良	Pontine tegmental cap dysplasia	Is a (attribute)	destination
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	782884005	脑桥被盖发育不良	Pontine tegmental cap dysplasia	Is a (attribute)	destination
D17.2	四肢皮肤和皮下组织良性脂肪瘤样肿瘤	15974581000119103	双下肢脂肪瘤	Lipoma of both lower limbs	Is a (attribute)	destination
D17.2	四肢皮肤和皮下组织良性脂肪瘤样肿瘤	15974581000119103	双下肢脂肪瘤	Lipoma of both lower limbs	Is a (attribute)	destination
O68.1	"产程和分娩并发在羊水中伴有胎粪	"	168092006	胎粪染液	Meconium stained liquor	Is a (attribute)	source
